,title,url,rating
4005,Coctel Veracruzana ,http://www.epicurious.com/recipes/food/views/coctel-veracruzana-200387,0.0
4006,Tortilla Soup ,http://www.epicurious.com/recipes/food/views/shrimp-with-chochoyotes-in-smoky-herby-broth,3.125
4007,Herbed Lamb with Mint Shallot Sauce and Rutabaga Purée ,http://www.epicurious.com/recipes/food/views/herbed-lamb-with-mint-shallot-sauce-and-rutabaga-puree-1966,4.375
4008,Peanut Dacquoise with Peanut Butter Mousse ,http://www.epicurious.com/recipes/food/views/peanut-dacquoise-with-peanut-butter-mousse-364651,4.375
4009,Plantain Picadillo Pie with Cheese ,http://www.epicurious.com/recipes/food/views/plantain-picadillo-pie-with-cheese-234803,4.375
4010,Eggplant Kuku ,http://www.epicurious.com/recipes/food/views/eggplant-kuku-233536,3.75
4011,Rib Eye With Bone Marrow and Radish Salad ,http://www.epicurious.com/recipes/food/views/rib-eye-with-bone-marrow-and-radish-salad-56390117,0.0
4012,Spiced Pumpkin Phyllo Pie ,http://www.epicurious.com/recipes/food/views/spiced-pumpkin-phyllo-pie-355230,3.75
4013,Japanese Beef Stew ,http://www.epicurious.com/recipes/food/views/japanese-beef-and-vegetable-stew-238435,4.375
4014,Sauteed Okra with Tomato and Corn ,http://www.epicurious.com/recipes/food/views/sauteed-okra-with-tomato-and-corn-100755,4.375
4015,Fettuccine Quatro Formaggi ,http://www.epicurious.com/recipes/food/views/fettuccine-quatro-formaggi-5887,3.75
4016,"Potato, Italian Sausage, and Arugula Salad ",http://www.epicurious.com/recipes/food/views/apple-crostata-with-spiced-caramel-sauce-51138040,4.375
4017,"Kale, Tomato, and Lemon Magic One-Pot Spaghetti ",http://www.epicurious.com/recipes/food/views/kale-tomato-and-lemon-magic-one-pot-spaghetti,3.125
4018,Gimlet ,http://www.epicurious.com/recipes/food/views/gin-rocket-fennel-arugula-lime-cocktail,3.75
4019,"Caper, Raisin, and Lemon Pesto ",http://www.epicurious.com/recipes/food/views/caper-raisin-and-lemon-pesto-14598,4.375
4020,Broncbuster's Barbecue Sauce ,It's a secret recipe! Only Yandex.Eda khows how to cook it! https://eda.yandex.ru/,3.75
4021,Chocolate Bread Pudding ,http://www.epicurious.com/recipes/food/views/chocolate-miso-bread-pudding-nik-sharma,4.375
4022,Potlikker Noodles with Mustard Greens ,http://www.epicurious.com/recipes/food/views/potlikker-noodles-with-mustard-greens-388666,4.375
4023,Romaine with Parmesan Dressing ,http://www.epicurious.com/recipes/food/views/deconstructed-chicken-caesar-salad,3.75
4024,Apricot-Raspberry Pie with Hazelnut Streusel Topping ,http://www.epicurious.com/recipes/food/views/apricot-raspberry-pie-with-hazelnut-streusel-topping-103535,4.375
4025,"Ginger Shrimp, Sugar Snap Pea, and Corn Stir-Fry ",http://www.epicurious.com/recipes/food/views/ginger-shrimp-sugar-snap-pea-and-corn-stir-fry-108442,3.75
4026,Grilled Pizza Crust ,http://www.epicurious.com/recipes/food/views/grilled-pizza-crust-230129,3.75
4027,Coconut Spinach Snapper ,http://www.epicurious.com/recipes/food/views/coconut-spinach-snapper-234079,3.75
4028,Chive-Goat Cheese Spread ,http://www.epicurious.com/recipes/food/views/chive-goat-cheese-spread-3163,3.75
4029,Mint Chocolate Soufflé Crepes ,http://www.epicurious.com/recipes/food/views/mint-chocolate-souffle-crepes-11766,3.125
4030,Herbed Spiced Nuts ,http://www.epicurious.com/recipes/food/views/spiced-herbed-nuts-240453,4.375
4031,"Hearty Rutabaga, Turnip, and Carrot Soup ",http://www.epicurious.com/recipes/food/views/hearty-rutabaga-turnip-and-carrot-soup-4637,4.375
4032,Braised Cauliflower with Curry and Yogurt ,http://www.epicurious.com/recipes/food/views/braised-cauliflower-with-curry-and-yogurt-105094,3.125
4033,Maple-Glazed Yams with Pecan Topping ,http://www.epicurious.com/recipes/food/views/maple-glazed-yams-with-pecan-topping-5759,4.375
4034,Country-Style Pork Ribs With Bourbon and Coke BBQ Sauce ,http://www.epicurious.com/recipes/food/views/country-style-pork-ribs-with-bourbon-and-coke-bbq-sauce,3.75
4035,Shrimp and Veggie Stir-Fry ,http://www.epicurious.com/recipes/food/views/shrimp-and-veggie-stir-fry-240526,3.125
4036,"Cod with Mussels, Chorizo, Fried Croutons, and Saffron Mayonnaise ",http://www.epicurious.com/recipes/food/views/-cod-with-mussels-chorizo-fried-croutons-and-saffron-mayonnaise-355204,5.0
4037,Apple Fritters with Orange Glaze ,http://www.epicurious.com/recipes/food/views/apple-fritters-with-orange-glaze-51142420,0.0
4038,Parmesan Puffs ,http://www.epicurious.com/recipes/food/views/thyme-gougeres-367724,4.375
4039,Yangzhou Fried Rice ,http://www.epicurious.com/recipes/food/views/yangzhou-fried-rice-243064,4.375
4040,"Bruschetta with Rosemary, Roasted Plum Tomatoes, Ricotta and Prosciutto ",http://www.epicurious.com/recipes/food/views/bruschetta-with-rosemary-roasted-plum-tomatoes-ricotta-and-prosciutto-360252,5.0
4041,Gruyère Potato Gratin ,http://www.epicurious.com/recipes/food/views/potato-gratin-with-mushrooms-and-gruyere-361811,3.125
4042,Grilled Sirloin Steaks with Blue Cheese-Walnut Butter ,http://www.epicurious.com/recipes/food/views/grilled-sirloin-steaks-with-blue-cheese-walnut-butter-2274,4.375
4043,Pasta Shells with Summer Vegetable Sauce ,http://www.epicurious.com/recipes/food/views/pasta-shells-with-summer-vegetable-sauce-232309,3.75
4044,"Chicken Breasts with Wild Mushrooms, Marjoram, and Marsala ",http://www.epicurious.com/recipes/food/views/chicken-breasts-with-wild-mushrooms-marjoram-and-marsala-233928,4.375
4045,Shrimp Tikka with Fresh Mango Chutney ,http://www.epicurious.com/recipes/food/views/shrimp-tikka-with-fresh-mango-chutney-242627,5.0
4046,Banana Bread with Chocolate Chips and Walnuts ,http://www.epicurious.com/recipes/food/views/our-favorite-banana-bread-56389378,4.375
4047,Corn Pudding ,http://www.epicurious.com/recipes/food/views/mississippi-corn-pudding,3.75
4048,Walnut and Coffee Tart with Coffee Cream ,http://www.epicurious.com/recipes/food/views/walnut-and-coffee-tart-with-coffee-cream-1292,0.0
4049,The Crunchiest Vegetable Salad ,http://www.epicurious.com/recipes/food/views/the-crunchiest-vegetable-salad,0.0
4050,Parmesan Breads with Tomato and Onions ,http://www.epicurious.com/recipes/food/views/parmesan-breads-with-tomato-and-onions-15567,3.125
4051,Spanish Trail Mix ,http://www.epicurious.com/recipes/food/views/spanish-trail-mix-363089,4.375
4052,Bitter Orange Kindler ,http://www.epicurious.com/recipes/food/views/bitter-orange-kindler-200933,0.0
4053,Lattice-Crust Pear Pie ,http://www.epicurious.com/recipes/food/views/lattice-crust-pear-pie-230484,4.375
4054,Pear Maple Johnnycake ,http://www.epicurious.com/recipes/food/views/pear-maple-johnnycake-241521,3.125
4055,Tomato Sauce ,http://www.epicurious.com/recipes/food/views/pasta-with-15-minute-burst-cherry-tomato-sauce-56390060,4.375
4056,Three-Cheese Fondue with Tomato Onion Chutney ,http://www.epicurious.com/recipes/food/views/three-cheese-fondue-with-tomato-onion-chutney-10318,5.0
4057,Cajun-Spiced Turkey ,http://www.epicurious.com/recipes/food/views/cajun-spiced-turkey-368270,5.0
4058,Citrus-Sage Roast Turkey with Gravy: Large Crowd ,http://www.epicurious.com/recipes/food/views/citrus-sage-roast-turkey-with-gravy-large-crowd-51137800,5.0
4059,Sea Breeze II ,http://www.epicurious.com/recipes/food/views/sea-breeze-ii-200726,0.0
4060,"Sonoran Hot Dogs With Bacon, Pico de Gallo, and Avocado ",http://www.epicurious.com/recipes/food/views/sonoran-hot-dogs-with-bacon-pico-de-gallo-and-avocado-56389617,4.375
4061,Lettuce Soup ,http://www.epicurious.com/recipes/food/views/double-stack-mushroom-chicken-cheeseburgers,4.375
4062,Green Tomato and Red Onion Relish ,http://www.epicurious.com/recipes/food/views/green-tomato-and-red-onion-relish-350117,3.75
4063,Beer-and Onion-Braised Chicken Carbonnade ,http://www.epicurious.com/recipes/food/views/beer-and-onion-braised-chicken-carbonnade-351033,3.75
4064,King of Snake Cocktail ,http://www.epicurious.com/recipes/food/views/king-of-snake-cocktail-351543,5.0
4065,Orange Rum Caramel Sauce ,http://www.epicurious.com/recipes/food/views/orange-rum-caramel-sauce-108184,2.5
4066,Grilled Potato Salad with Cornichons and Dill ,http://www.epicurious.com/recipes/food/views/grilled-potato-salad-with-cornichons-and-dill-51237810,5.0
4067,Cream Cheese Hamantaschen ,http://www.epicurious.com/recipes/food/views/cream-cheese-hamantaschen-13708,3.75
4068,Stuffed Baked Potatoes with Horseradish Cream ,http://www.epicurious.com/recipes/food/views/stuffed-baked-potatoes-with-horseradish-cream-2606,3.75
4069,Kale and White Bean Soup ,http://www.epicurious.com/recipes/food/views/zuppa-di-cavolo-nero-cannellini-e-salsicce-kale-white-bean-and-sausage-soup-363386,4.375
4070,Ginger Tea ,http://www.epicurious.com/recipes/food/views/fresh-ginger-masala-chai,0.0
4071,Panfried Tofu with Oriental Garlic Sauce ,http://www.epicurious.com/recipes/food/views/panfried-tofu-with-oriental-garlic-sauce-13331,3.125
4072,Melon and Prosciutto Risotto ,http://www.epicurious.com/recipes/food/views/melon-and-prosciutto-risotto-51175400,3.75
4073,Puff Pastry Pinwheels with Candied Fruit ,http://www.epicurious.com/recipes/food/views/puff-pastry-pinwheels-with-candied-fruit-108979,0.0
4074,"Farfalle with Butternut Squash, Mushrooms and Spinach ",http://www.epicurious.com/recipes/food/views/farfalle-with-butternut-squash-mushrooms-and-spinach-104333,3.125
4075,Chicken With Kale and Freekeh-Lentil Pilaf ,http://www.epicurious.com/recipes/food/views/chicken-with-kale-and-freekeh-lentil-pilaf-380589,4.375
4076,Cranberry Sauce with Dried Cherries and Red Onion Jam ,http://www.epicurious.com/recipes/food/views/cranberry-sauce-with-dried-cherries-and-red-onion-jam-236253,4.375
4077,Sesame Carrots ,http://www.epicurious.com/recipes/food/views/sesame-carrots-51140480,3.75
4078,Seared Tuna with Green Onion-Wasabi Sauce ,http://www.epicurious.com/recipes/food/views/seared-tuna-with-green-onion-wasabi-sauce-5415,4.375
4079,"Onion, Tomato, and Olive Pizzas ",http://www.epicurious.com/recipes/food/views/onion-tomato-and-olive-pizzas-108869,3.75
4080,Chocolate-Strawberry Ganache ,http://www.epicurious.com/recipes/food/views/siobhans-thumbprint-cookies-368715,4.375
4081,Wild Rice Stuffing with Wild Mushrooms ,http://www.epicurious.com/recipes/food/views/wild-rice-stuffing-with-wild-mushrooms-105886,4.375
4082,Fig-Braised Chicken with Spiced Walnuts ,http://www.epicurious.com/recipes/food/views/fig-braised-chicken-with-spiced-walnuts,3.75
4083,Parmesan Chicken Cutlets ,http://www.epicurious.com/recipes/food/views/chicken-parmesan-51155020,5.0
4084,"Roasted Potatoes, Shallots, and Kale with Caramelized Garlic Dressing ",http://www.epicurious.com/recipes/food/views/roasted-potatoes-shallots-and-kale-with-caramelized-garlic-dressing-13290,3.75
4085,"Bruschetta with Goat Cheese, Roasted Pepper, and Basil ",http://www.epicurious.com/recipes/food/views/bruschetta-with-goat-cheese-roasted-pepper-and-basil-105147,4.375
4086,Clementines in Ginger Syrup ,http://www.epicurious.com/recipes/food/views/clementines-in-ginger-syrup-241510,4.375
4087,Garlic Rosemary-Marinated Lamb Chops ,http://www.epicurious.com/recipes/food/views/garlic-rosemary-marinated-lamb-chops-11874,4.375
4088,Tricked-Up Brisket Rub ,http://www.epicurious.com/recipes/food/views/tricked-up-brisket-rub-242262,4.375
4089,Shrimp and Noodle Stir Fry ,http://www.epicurious.com/recipes/food/views/penang-fried-rice-noodles-368909,3.125
4090,Pan-Seared Tilapia with Chile Lime Butter ,http://www.epicurious.com/recipes/food/views/pan-seared-tilapia-with-chile-lime-butter-108343,4.375
4091,Shrimp Sates with Greek Garlic Sauce ,http://www.epicurious.com/recipes/food/views/shrimp-sates-with-greek-garlic-sauce-12416,3.75
4092,Grapefruit with Chile and Rosemary ,http://www.epicurious.com/recipes/food/views/grapefruit-with-chile-and-rosemary-51209810,5.0
4093,Pork and Pumpkin Stew ,http://www.epicurious.com/recipes/food/views/pork-and-pumpkin-stew-10668,4.375
4094,Marinated Leg of Lamb ,http://www.epicurious.com/recipes/food/views/grilled-marinated-leg-of-lamb-234655,5.0
4095,Turkey Giblet Gravy ,http://www.epicurious.com/recipes/food/views/roast-turkey-with-giblet-gravy-51120010,3.75
4096,Curried Chili Shrimp ,http://www.epicurious.com/recipes/food/views/curried-chili-shrimp-10413,3.75
4097,Pork Tenderloin with Spiced Rhubarb Chutney ,http://www.epicurious.com/recipes/food/views/pork-tenderloin-with-spiced-rhubarb-chutney-1759,5.0
4098,Frangipane Tart with Strawberries and Raspberries ,http://www.epicurious.com/recipes/food/views/frangipane-tart-with-strawberries-and-raspberries-12346,4.375
4099,Spring Greens with Roasted Beets and Blood Oranges ,http://www.epicurious.com/recipes/food/views/spring-greens-with-roasted-beets-and-blood-oranges-101389,4.375
4100,Frozen Lemon Cream Meringue Cake ,http://www.epicurious.com/recipes/food/views/frozen-lemon-cream-meringue-cake-10399,5.0
4101,Classic Posole ,http://www.epicurious.com/recipes/food/views/classic-posole-380590,4.375
4102,Pasta and Cauliflower Soup Federica ,http://www.epicurious.com/recipes/food/views/pasta-and-cauliflower-soup-federica-108662,4.375
4103,Roasted Monkfish with Fennel-Saffron Compote ,http://www.epicurious.com/recipes/food/views/fennel-saffron-compote-4618,4.375
4104,Gingered Lemon Almond Squares ,http://www.epicurious.com/recipes/food/views/gingered-lemon-almond-squares-12534,3.75
4105,English Pea Hummus ,http://www.epicurious.com/recipes/food/views/english-pea-hummus-56389413,0.0
4106,Pepper-Crusted Steak with Horseradish Cream on Grilled Garlic Crostini ,http://www.epicurious.com/recipes/food/views/pepper-crusted-steak-with-horseradish-cream-on-grilled-garlic-crostini-231150,5.0
4107,Root Vegetable Tarte Tatin ,http://www.epicurious.com/recipes/food/views/root-vegetable-tarte-tatin-51263490,5.0
4108,Tamarind-Glazed Black Cod with Habanero-Orange Salsa ,http://www.epicurious.com/recipes/food/views/tamarind-glazed-black-cod-with-habanero-orange-salsa-359350,4.375
4109,Chocolate-Nut Tart with Dried Fruit ,http://www.epicurious.com/recipes/food/views/chocolate-nut-tart-with-dried-fruit-356689,3.75
4110,Chipotle Cheese Fondue ,http://www.epicurious.com/recipes/food/views/chipotle-cheese-fondue-11485,4.375
4111,Whiskey Flip ,http://www.epicurious.com/recipes/food/views/whiskey-peppermint-flip-200198,5.0
4112,Mussels with Roasted Potatoes ,http://www.epicurious.com/recipes/food/views/mussels-with-roasted-potatoes-108086,3.75
4113,Roasted Cauliflower with Onions and Fennel ,http://www.epicurious.com/recipes/food/views/roasted-cauliflower-with-onions-and-fennel-237336,4.375
4114,Streusel Küchen ,http://www.epicurious.com/recipes/food/views/streusel-kuchen-238256,4.375
4115,Raspberry Mint Vinegar ,http://www.epicurious.com/recipes/food/views/english-mint-sauce-with-raspberry-vinegar-12335,5.0
4116,Mahogany Beef Stew with Red Wine and Hoisin Sauce ,http://www.epicurious.com/recipes/food/views/mahogany-beef-stew-with-red-wine-and-hoisin-sauce-106212,4.375
4117,Green Onion-Jalapeño Cornbread ,http://www.epicurious.com/recipes/food/views/green-onion-jalapeno-cornbread-231072,4.375
4118,Salmon Hash with Horseradish-Dill Cream ,http://www.epicurious.com/recipes/food/views/salmon-hash-with-horseradish-dill-cream-419,3.75
4119,Rice Flaked Red Snapper with Roasted Chile Sauce ,http://www.epicurious.com/recipes/food/views/rice-flaked-red-snapper-with-roasted-chile-sauce-235712,3.75
4120,Green Bean and Red Onion Salad with Radish Dressing ,http://www.epicurious.com/recipes/food/views/green-bean-and-red-onion-salad-with-radish-dressing-527,4.375
4121,Mushroom Sauté with Goat Cheese Crostini ,http://www.epicurious.com/recipes/food/views/mushroom-saute-with-goat-cheese-crostini-103096,4.375
4122,Corn-Jalapeño Fritters ,http://www.epicurious.com/recipes/food/views/corn-jalapeno-fritters-51242020,5.0
4123,"Chocolate Fondue with Candied Orange Peel, Raspberries, and Almond Macaroons ",http://www.epicurious.com/recipes/food/views/chocolate-fondue-with-candied-orange-peel-raspberries-and-almond-macaroons-237187,3.75
4124,Lemon Coleslaw ,http://www.epicurious.com/recipes/food/views/grilled-salmon-with-meyer-lemons-and-creamy-cucumber-salad,3.75
4125,Smoked Oyster and Potato Salad with Arugula ,http://www.epicurious.com/recipes/food/views/smoked-oyster-and-potato-salad-with-arugula-102928,4.375
4126,"Tomato, Cucumber, and Pita Salad ",http://www.epicurious.com/recipes/food/views/naamas-fattoush-51115620,4.375
4127,Barbecued Ribs with Corn and Black-Eyed-Pea Salad ,http://www.epicurious.com/recipes/food/views/barbecued-ribs-with-corn-and-black-eyed-pea-salad-106958,1.25
4128,Couscous with Fresh Cilantro and Lemon Juice ,http://www.epicurious.com/recipes/food/views/couscous-with-fresh-cilantro-and-lemon-juice-356752,3.75
4129,Tropical Fruit Fantasy ,http://www.epicurious.com/recipes/food/views/tropical-fruit-fantasy-101307,4.375
4130,Fresh Oranges with Spiced Red Wine Syrup ,http://www.epicurious.com/recipes/food/views/fresh-oranges-with-spiced-red-wine-syrup-109087,4.375
4131,Old-Fashioned Butterscotch Pudding ,http://www.epicurious.com/recipes/food/views/old-fashioned-butterscotch-pudding-5145,5.0
4132,Grilled Coconut Poundcake Sundaes With Tropical Fruit ,http://www.epicurious.com/recipes/food/views/grilled-coconut-pound-cake-sundaes-with-tropical-fruit-232180,4.375
4133,Peach-Amaretto Sundaes ,http://www.epicurious.com/recipes/food/views/peach-amaretto-sundaes-101983,4.375
4134,Plum Applesauce ,http://www.epicurious.com/recipes/food/views/crisp-roast-duck-235744,5.0
4135,Strawberry-Rhubarb Shortcakes ,http://www.epicurious.com/recipes/food/views/strawberry-rhubarb-shortcakes-1773,4.375
4136,Flaky Pie Crust Dough ,http://www.epicurious.com/recipes/food/views/cream-cheese-pastry-dough-101585,3.75
4137,Four-Layer Pumpkin Cake with Orange-Cream Cheese Frosting ,http://www.epicurious.com/recipes/food/views/four-layer-pumpkin-cake-with-orange-cream-cheese-frosting-355809,4.375
4138,Cornmeal Buttermilk Waffles Nesbitt ,http://www.epicurious.com/recipes/food/views/cornmeal-buttermilk-waffles-nesbitt-14251,4.375
4139,Lemon Lime Curd ,http://www.epicurious.com/recipes/food/views/lemon-curd-104568,3.125
4140,"Sausage, Sourdough, and Bell Pepper Spiedini ",http://www.epicurious.com/recipes/food/views/sausage-sourdough-and-bell-pepper-spiedini-238550,4.375
4141,Fish Cakes with Shrimp and Smoked Salmon ,http://www.epicurious.com/recipes/food/views/fish-cakes-with-shrimp-and-smoked-salmon-5302,3.75
4142,"Piña Colada Mousses with Almond Tuiles, Coconut Sauce, and Rapberry Coulis ",http://www.epicurious.com/recipes/food/views/pina-colada-mousses-with-almond-tuiles-coconut-sauce-and-rapberry-coulis-101449,0.0
4143,Candied Cashews ,http://www.epicurious.com/recipes/food/views/roast-half-chicken-with-cashew-tarator-and-celery,5.0
4144,Rosemary Cookies with Tomato Jam ,http://www.epicurious.com/recipes/food/views/tomato-jam-358809,4.375
4145,Gratin Dauphinoise (Scalloped Potatoes) ,http://www.epicurious.com/recipes/food/views/gratin-dauphinoise-scalloped-potatoes-395310,3.75
4146,Shrimp de Jonghe ,http://www.epicurious.com/recipes/food/views/shrimp-de-jonghe-10530,4.375
4147,Shrimp and Mushroom Quinoa Risotto ,http://www.epicurious.com/recipes/food/views/shrimp-and-mushroom-quinoa-risotto-235472,4.375
4148,Shredded Beef Flautas ,http://www.epicurious.com/recipes/food/views/shredded-beef-flautas-13587,4.375
4149,Couscous and Feta Stuffed Peppers ,http://www.epicurious.com/recipes/food/views/couscous-and-feta-stuffed-peppers-230159,4.375
4150,Sirloin Steak with Tomato and Cilantro Sauce ,http://www.epicurious.com/recipes/food/views/sirloin-steak-with-tomato-and-cilantro-sauce-105170,4.375
4151,Black Bottom Oatmeal Pie ,http://www.epicurious.com/recipes/food/views/black-bottom-oatmeal-pie-51257320,5.0
4152,Tarragon Mayonnaise ,http://www.epicurious.com/recipes/food/views/green-goddess-tuna-salad-sandwich,5.0
4153,Tea Bread with Vine Fruit and Pine Nuts ,http://www.epicurious.com/recipes/food/views/tea-bread-with-vine-fruit-and-pine-nuts-103244,2.5
4154,"Grilled Sweet Potatoes, Onion, and Bell Pepper with Thyme Vinaigrette ",http://www.epicurious.com/recipes/food/views/grilled-sweet-potatoes-onion-and-bell-pepper-with-thyme-vinaigrette-232386,3.125
4155,Chicken Vesuvio ,http://www.epicurious.com/recipes/food/views/chicken-vesuvio-103315,3.75
4156,Toasted Pita Thins ,http://www.epicurious.com/recipes/food/views/toasted-pita-thins-101578,4.375
4157,Bourbon Cranberry Sauce ,http://www.epicurious.com/recipes/food/views/cranberry-cherry-compote,5.0
4158,"Cavatappi with Tomatoes, Arugula, and Ricotta ",http://www.epicurious.com/recipes/food/views/cavatappi-with-tomatoes-arugula-and-ricotta-56389794,5.0
4159,Cedar Planked Salmon with Maple Glaze and Mustard Mashed Potatoes ,http://www.epicurious.com/recipes/food/views/cedar-planked-salmon-with-maple-glaze-and-mustard-mashed-potatoes-14473,4.375
4160,Chocolate-Almond Soufflé Torte ,http://www.epicurious.com/recipes/food/views/chocolate-almond-souffle-torte-3095,4.375
4161,Banana Cream Pie with Salty Bourbon Caramel ,http://www.epicurious.com/recipes/food/views/banana-cream-pie-with-salty-bourbon-caramel-388653,4.375
4162,Chilaquiles in Chipotle Sauce ,http://www.epicurious.com/recipes/food/views/chipotle-sauce-108064,3.75
4163,Quinoa and Bulgur Salad with Feta ,http://www.epicurious.com/recipes/food/views/quinoa-and-bulgur-salad-with-feta-232810,3.75
4164,"Red Cabbage, Blue Cheese, and Walnut Empañadas ",http://www.epicurious.com/recipes/food/views/red-cabbage-blue-cheese-and-walnut-empanadas-104136,3.75
4165,Stir-Fried Sesame Baby Bok Choy ,http://www.epicurious.com/recipes/food/views/stir-fried-baby-bok-choy,4.375
4166,Beer-Simmered Grilled Sausages ,http://www.epicurious.com/recipes/food/views/beer-simmered-grilled-sausages-105455,4.375
4167,Halibut Fish Sticks with Dill-Caper Tartar Sauce ,http://www.epicurious.com/recipes/food/views/halibut-fish-sticks-with-dill-caper-tartar-sauce-359229,4.375
4168,Asian Chicken Hot Pot with Sesame and Garlic Dipping Sauces ,http://www.epicurious.com/recipes/food/views/asian-chicken-hot-pot-with-sesame-and-garlic-dipping-sauces-350887,3.125
4169,Lamb Burgers in Pita with Yogurt Sauce ,http://www.epicurious.com/recipes/food/views/lamb-burgers-in-pita-with-yogurt-sauce-428,4.375
4170,Chocolate Cream Pie ,http://www.epicurious.com/recipes/food/views/boston-cream-pie,5.0
4171,Do-Ahead Turkey Stock ,http://www.epicurious.com/recipes/food/views/gravy-51122830,4.375
4172,Crunchy Chicken Salad ,http://www.epicurious.com/recipes/food/views/spring-chicken-dinner-salad,3.75
4173,Beef Cheeks Braised in Red Wine with Orange Zest (Joues de Boeuf aux Agrumes) ,http://www.epicurious.com/recipes/food/views/beef-cheeks-braised-in-red-wine-with-orange-zest-i-joues-de-boeuf-aux-agrumes-i-243635,3.75
4174,Mashed Kohlrabi With Brown Butter ,http://www.epicurious.com/recipes/food/views/mashed-kohlrabi-with-brown-butter,0.0
4175,Grilled Rib-Eyed Steaks with Béarnaise Butter ,http://www.epicurious.com/recipes/food/views/grilled-rib-eyed-steaks-with-bearnaise-butter-12496,4.375
4176,Red-Braised Pork (Hong Shao Rou) ,http://www.epicurious.com/recipes/food/views/red-braised-pork-em-hong-shao-rou-em-51147410,3.75
4177,Cold Asian Noodle Salad with Chicken and Cucumbers ,It's a secret recipe! Only Yandex.Eda khows how to cook it! https://eda.yandex.ru/,0.0
4178,Pineapple and Cardamom Chicken with Mint ,http://www.epicurious.com/recipes/food/views/coconut-basmati-rice-238281,4.375
4179,Asparagus Green Onion Sauté ,http://www.epicurious.com/recipes/food/views/asparagus-green-onion-saute-394989,4.375
4180,Deviled Ham and Pickle Sandwiches ,http://www.epicurious.com/recipes/food/views/deviled-ham-and-pickle-sandwiches-352286,4.375
4181,Peanut Butter Chocolate Chip Breads ,http://www.epicurious.com/recipes/food/views/our-favorite-banana-bread-56389378,3.75
4182,Chicken and Mashed Potatoes with Herb-Roasted Tomatoes and Olive Broth ,http://www.epicurious.com/recipes/food/views/garlic-mashed-potatoes-with-chives-108582,4.375
4183,"Caramelized Pistachio, Walnut, and Almond Tart ",http://www.epicurious.com/recipes/food/views/caramelized-pistachio-walnut-and-almond-tart-230953,4.375
4184,Sausage Stew ,http://www.epicurious.com/recipes/food/views/low-country-boil-with-shrimp-corn-and-sausage,3.75
4185,Cherry-Apricot Yogurt Sundaes ,http://www.epicurious.com/recipes/food/views/cherry-apricot-yogurt-sundaes-232336,5.0
4186,Poached Pears with Quince Paste in Parmesan Cloaks ,http://www.epicurious.com/recipes/food/views/poached-pears-with-quince-paste-in-parmesan-cloaks-231012,3.125
4187,Caramelized Bananas and Vanilla Cream in Phyllo Cups ,http://www.epicurious.com/recipes/food/views/caramelized-bananas-and-vanilla-cream-in-phyllo-cups-103927,4.375
4188,Southern Fried Chicken with Country Gravy ,http://www.epicurious.com/recipes/food/views/southern-fried-chicken-with-country-gravy-352491,3.75
4189,Parchment-Baked Sea Bass with Morels and Red Wine Sauce ,http://www.epicurious.com/recipes/food/views/parchment-baked-sea-bass-with-morels-and-red-wine-sauce-1662,3.125
4190,Silver Palate Sour Cream Apple Pie ,http://www.epicurious.com/recipes/food/views/silver-palate-sour-cream-apple-pie-106665,4.375
4191,Rob Roy I ,http://www.epicurious.com/recipes/food/views/rob-roy-i-200053,3.75
4192,Sour Cream Ice Cream ,http://www.epicurious.com/recipes/food/views/oops-i-dropped-the-lemon-tart-51198010,5.0
4193,Spicy Soy Glaze ,http://www.epicurious.com/recipes/food/views/spicy-soy-glaze-14714,4.375
4194,"Smoked Turkey, Blue Cheese, and Red Onion Sandwiches ",http://www.epicurious.com/recipes/food/views/smoked-turkey-blue-cheese-and-red-onion-sandwiches-243385,4.375
4195,Rösti with Black Forest Ham and Chives ,http://www.epicurious.com/recipes/food/views/rosti-with-black-forest-ham-and-chives-104685,3.75
4196,Egg Curry with Tomatoes and Cilantro ,http://www.epicurious.com/recipes/food/views/egg-curry-with-tomatoes-and-cilantro,1.25
4197,Roasted Parsnips and Butternut Squash ,http://www.epicurious.com/recipes/food/views/roasted-parsnips-and-butternut-squash-108689,3.75
4198,Flourless Chocolate-Orange Almond Cake ,http://www.epicurious.com/recipes/food/views/flourless-chocolate-orange-almond-cake-109404,3.75
4199,Toasted-Garlic Rice with Fresh Herbs and Lime ,http://www.epicurious.com/recipes/food/views/toasted-garlic-rice-with-fresh-herbs-and-lime-107877,4.375
4200,Roasted Chicken Legs with Jalapeño and Tomato ,http://www.epicurious.com/recipes/food/views/roasted-chicken-legs-with-jalapeno-and-tomato-10084,3.75
4201,Boiled Dressing ,http://www.epicurious.com/recipes/food/views/spring-green-bowls,4.375
4202,Fennel Cucumber Relish ,http://www.epicurious.com/recipes/food/views/fennel-cucumber-relish-106594,3.75
4203,Fall Fruits and Vegetables ,http://www.epicurious.com/recipes/food/views/fall-fruits-and-vegetables-105877,3.125
4204,Salmon with Sesame-Peppercorn Crust ,http://www.epicurious.com/recipes/food/views/salmon-with-sesame-peppercorn-crust-1190,4.375
4205,Pineapple Rum Cocktails ,http://www.epicurious.com/recipes/food/views/jungle-bird-cocktail-rum-amaro,3.125
4206,Dill Sauce ,http://www.epicurious.com/recipes/food/views/easy-grilled-salmon-in-foil,5.0
4207,Mustard-Horseradish Sauce ,http://www.epicurious.com/recipes/food/views/beet-rhubarb-and-ginger-soup,4.375
